金融期065		1,184.60	1	1,185.60	1	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.00	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,179.00	3	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,179.00	3	--	--	--	--				1,119.00		
電子現			--		--	382.07	5.41	0.76	--	379.22	382.07	379.22	376.66	09:45:00	
電子期055		382.20	9	382.30	1	382.25	5.55	1.09	3,078	378.75	382.65	378.55	376.70	09:45:03	
電子期065		382.40	10	382.60	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.20	1	386.25	1	--	--	--	--				362.95		
電子期036		352.20	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
小臺指期W5045		9,748.00	1	9,757.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,758.00	4	9,760.00	4	9,760.00	146.00	1.23	38,839	9,657.00	9,770.00	9,652.00	9,614.00	09:45:03	
小臺指期065		9,763.00	4	9,766.00	2	9,765.00	146.00	1.21	2,656	9,658.00	9,773.00	9,657.00	9,619.00	09:45:03	
小臺指期095		9,522.00	1	9,526.00	3	9,523.00	138.00	1.12	482	9,425.00	9,530.00	9,425.00	9,385.00	09:45:03	
小臺指期125		9,521.00	2	9,526.00	4	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,527.00	4	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,059.43	103.94	0.75	--	11,970.15	12,059.54	11,970.15	11,955.49	09:45:00	
非金電期055		12,094	2	12,100	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,099	5	12,105	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,649	1	11,896	1	--	--	--	--				11,428		
非金電期125		11,492	1		--	--	--	--	--				11,449		
非金電期036		11,292	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.60	1.75	1.18	--	142.91	144.60	142.91	142.85	09:45:00	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
臺指期055		9,759.00	3	9,760.00	32	9,760.00	146.00	1.21	71,525	9,656.00	9,768.00	9,652.00	9,614.00	09:45:03	
臺指期065		9,764.00	1	9,766.00	2	9,766.00	147.00	1.22	1,765	9,658.00	9,774.00	9,657.00	9,619.00	09:45:02	
臺指期095		9,523.00	1	9,527.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,523.00	3	9,528.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,522.00	3	9,527.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.99	25.66	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:00	
金融期055		1,184.80	1	1,185.40	1	1,184.80	30.40	2.53	3,272	1,156.60	1,185.60	1,156.40	1,154.40	09:45:03	
金融期065		1,184.60	1	1,185.60	1	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.00	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,179.00	3	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,179.00	3	--	--	--	--				1,119.00		
電子現			--		--	382.07	5.41	0.76	--	379.22	382.07	379.22	376.66	09:45:00	
電子期055		382.30	1	382.35	1	382.25	5.55	1.09	3,076	378.75	382.65	378.55	376.70	09:45:03	
電子期065		382.50	1	382.65	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.30	1	386.25	1	--	--	--	--				362.95		
電子期036		352.30	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
小臺指期W5045		9,748.00	1	9,757.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,758.00	1	9,760.00	5	9,758.00	144.00	1.23	38,830	9,657.00	9,770.00	9,652.00	9,614.00	09:45:03	
小臺指期065		9,763.00	4	9,766.00	2	9,765.00	146.00	1.21	2,656	9,658.00	9,773.00	9,657.00	9,619.00	09:45:03	
小臺指期095		9,522.00	1	9,526.00	2	9,523.00	138.00	1.12	482	9,425.00	9,530.00	9,425.00	9,385.00	09:45:03	
小臺指期125		9,521.00	2	9,526.00	4	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,527.00	4	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,059.43	103.94	0.75	--	11,970.15	12,059.54	11,970.15	11,955.49	09:45:00	
非金電期055		12,094	2	12,100	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,099	5	12,105	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,649	1	11,896	1	--	--	--	--				11,428		
非金電期125		11,492	1		--	--	--	--	--				11,449		
非金電期036		11,292	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.60	1.75	1.18	--	142.91	144.60	142.91	142.85	09:45:00	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
臺指期055		9,759.00	6	9,760.00	29	9,759.00	145.00	1.21	71,532	9,656.00	9,768.00	9,652.00	9,614.00	09:45:03	
臺指期065		9,764.00	1	9,766.00	2	9,766.00	147.00	1.22	1,765	9,658.00	9,774.00	9,657.00	9,619.00	09:45:02	
臺指期095		9,523.00	1	9,527.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,523.00	5	9,528.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,522.00	5	9,527.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.99	25.66	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:00	
金融期055		1,184.80	1	1,185.40	1	1,184.80	30.40	2.53	3,272	1,156.60	1,185.60	1,156.40	1,154.40	09:45:03	
金融期065		1,184.60	1	1,185.60	1	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.00	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,179.00	3	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,179.00	3	--	--	--	--				1,119.00		
電子現			--		--	382.07	5.41	0.76	--	379.22	382.07	379.22	376.66	09:45:00	
電子期055		382.20	9	382.30	1	382.25	5.55	1.09	3,078	378.75	382.65	378.55	376.70	09:45:03	
電子期065		382.40	10	382.60	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.20	1	386.25	1	--	--	--	--				362.95		
電子期036		352.20	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
小臺指期W5045		9,748.00	1	9,757.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,758.00	4	9,760.00	4	9,760.00	146.00	1.23	38,839	9,657.00	9,770.00	9,652.00	9,614.00	09:45:03	
小臺指期065		9,763.00	4	9,766.00	2	9,765.00	146.00	1.21	2,656	9,658.00	9,773.00	9,657.00	9,619.00	09:45:03	
小臺指期095		9,522.00	1	9,526.00	3	9,523.00	138.00	1.12	482	9,425.00	9,530.00	9,425.00	9,385.00	09:45:03	
小臺指期125		9,521.00	2	9,526.00	4	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,527.00	4	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,059.43	103.94	0.75	--	11,970.15	12,059.54	11,970.15	11,955.49	09:45:00	
非金電期055		12,094	2	12,100	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,099	5	12,105	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,649	1	11,896	1	--	--	--	--				11,428		
非金電期125		11,492	1		--	--	--	--	--				11,449		
非金電期036		11,292	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.60	1.75	1.18	--	142.91	144.60	142.91	142.85	09:45:00	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
臺指期055		9,759.00	3	9,760.00	32	9,760.00	146.00	1.21	71,525	9,656.00	9,768.00	9,652.00	9,614.00	09:45:03	
臺指期065		9,764.00	1	9,766.00	2	9,766.00	147.00	1.22	1,765	9,658.00	9,774.00	9,657.00	9,619.00	09:45:02	
臺指期095		9,523.00	1	9,527.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,523.00	3	9,528.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,522.00	3	9,527.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.99	25.66	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:00	
金融期055		1,184.80	1	1,185.40	1	1,184.80	30.40	2.53	3,272	1,156.60	1,185.60	1,156.40	1,154.40	09:45:03	
金融期065		1,184.60	1	1,185.60	1	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.00	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,179.00	3	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,179.00	3	--	--	--	--				1,119.00		
電子現			--		--	382.07	5.41	0.76	--	379.22	382.07	379.22	376.66	09:45:00	
電子期055		382.30	1	382.35	1	382.25	5.55	1.09	3,076	378.75	382.65	378.55	376.70	09:45:03	
電子期065		382.50	1	382.65	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.30	1	386.25	1	--	--	--	--				362.95		
電子期036		352.30	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.33	130.33	0.92	--	9,655.30	9,743.33	9,655.30	9,613.00	09:45:00	
小臺指期W5045		9,748.00	1	9,757.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,758.00	1	9,760.00	5	9,758.00	144.00	1.23	38,830	9,657.00	9,770.00	9,652.00	9,614.00	09:45:03	
小臺指期065		9,763.00	4	9,766.00	2	9,765.00	146.00	1.21	2,656	9,658.00	9,773.00	9,657.00	9,619.00	09:45:03	
小臺指期095		9,522.00	1	9,526.00	2	9,523.00	138.00	1.12	482	9,425.00	9,530.00	9,425.00	9,385.00	09:45:03	
小臺指期125		9,521.00	2	9,526.00	4	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,527.00	4	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,059.43	103.94	0.75	--	11,970.15	12,059.54	11,970.15	11,955.49	09:45:00	
非金電期055		12,094	2	12,100	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,099	5	12,105	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,649	1	11,896	1	--	--	--	--				11,428		
非金電期125		11,492	1		--	--	--	--	--				11,449		
非金電期036		11,292	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.60	1.75	1.18	--	142.91	144.60	142.91	142.85	09:45:00	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
臺指期055		9,758.00	8	9,759.00	31	9,759.00	145.00	1.21	71,694	9,656.00	9,768.00	9,652.00	9,614.00	09:45:05	
臺指期065		9,762.00	11	9,765.00	1	9,765.00	146.00	1.22	1,767	9,658.00	9,774.00	9,657.00	9,619.00	09:45:05	
臺指期095		9,522.00	1	9,526.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,522.00	5	9,527.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,521.00	5	9,526.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.24	24.91	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:05	
金融期055		1,185.00	3	1,185.60	4	1,185.40	31.00	2.53	3,275	1,156.60	1,185.60	1,156.40	1,154.40	09:45:05	
金融期065		1,184.80	3	1,185.80	4	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.60	1	1,164.60	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,150.00	1	1,179.00	2	--	--	--	--				1,123.20		
金融期036		1,150.00	1	1,179.00	2	--	--	--	--				1,119.00		
電子現			--		--	382.11	5.45	0.77	--	379.22	382.11	379.22	376.66	09:45:05	
電子期055		382.20	8	382.35	4	382.25	5.55	1.09	3,085	378.75	382.65	378.55	376.70	09:45:05	
電子期065		382.40	8	382.65	4	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.20	1	386.25	1	--	--	--	--				362.95		
電子期036		352.20	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
小臺指期W5045		9,748.00	1	9,757.00	3	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,758.00	4	9,760.00	3	9,760.00	146.00	1.23	38,920	9,657.00	9,770.00	9,652.00	9,614.00	09:45:05	
小臺指期065		9,763.00	1	9,766.00	2	9,763.00	144.00	1.21	2,657	9,658.00	9,773.00	9,657.00	9,619.00	09:45:04	
小臺指期095		9,522.00	1	9,526.00	3	9,526.00	141.00	1.12	483	9,425.00	9,530.00	9,425.00	9,385.00	09:45:04	
小臺指期125		9,521.00	2	9,526.00	3	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,527.00	3	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,061.12	105.63	0.76	--	11,970.15	12,061.12	11,970.15	11,955.49	09:45:05	
非金電期055		12,093	2	12,098	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,098	10	12,103	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,648	1	11,895	1	--	--	--	--				11,428		
非金電期125		11,492	1		--	--	--	--	--				11,449		
非金電期036		11,292	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.62	1.77	1.20	--	142.91	144.62	142.91	142.85	09:45:05	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
臺指期055		9,756.00	12	9,757.00	11	9,756.00	142.00	1.21	71,748	9,656.00	9,768.00	9,652.00	9,614.00	09:45:06	
臺指期065		9,762.00	1	9,764.00	13	9,765.00	146.00	1.22	1,768	9,658.00	9,774.00	9,657.00	9,619.00	09:45:06	
臺指期095		9,520.00	1	9,524.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,520.00	5	9,525.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,519.00	6	9,524.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.24	24.91	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:05	
金融期055		1,184.80	1	1,185.20	2	1,185.00	30.60	2.53	3,278	1,156.60	1,185.60	1,156.40	1,154.40	09:45:06	
金融期065		1,184.60	1	1,185.40	2	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.20	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,178.80	1	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,178.80	1	--	--	--	--				1,119.00		
電子現			--		--	382.11	5.45	0.77	--	379.22	382.11	379.22	376.66	09:45:05	
電子期055		382.20	5	382.25	1	382.25	5.55	1.09	3,085	378.75	382.65	378.55	376.70	09:45:05	
電子期065		382.40	5	382.55	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.15	1	386.25	1	--	--	--	--				362.95		
電子期036		352.15	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
小臺指期W5045		9,746.00	1	9,755.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,756.00	28	9,758.00	16	9,757.00	143.00	1.23	38,964	9,657.00	9,770.00	9,652.00	9,614.00	09:45:06	
小臺指期065		9,761.00	3	9,765.00	22	9,763.00	144.00	1.21	2,659	9,658.00	9,773.00	9,657.00	9,619.00	09:45:06	
小臺指期095		9,522.00	1	9,524.00	3	9,525.00	140.00	1.12	484	9,425.00	9,530.00	9,425.00	9,385.00	09:45:06	
小臺指期125		9,521.00	2	9,524.00	5	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,522.00	1	9,525.00	4	9,533.00	148.00	1.21	120	9,419.00	9,533.00	9,419.00	9,385.00	09:45:00	
非金電現			--		--	12,061.12	105.63	0.76	--	11,970.15	12,061.12	11,970.15	11,955.49	09:45:05	
非金電期055		12,091	7	12,096	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,096	5	12,101	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,646	1	11,893	1	--	--	--	--				11,428		
非金電期125		11,491	1		--	--	--	--	--				11,449		
非金電期036		11,291	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.62	1.77	1.20	--	142.91	144.62	142.91	142.85	09:45:05	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
臺指期055		9,755.00	38	9,757.00	25	9,757.00	143.00	1.21	71,823	9,656.00	9,768.00	9,652.00	9,614.00	09:45:08	
臺指期065		9,762.00	1	9,763.00	2	9,762.00	143.00	1.22	1,770	9,658.00	9,774.00	9,657.00	9,619.00	09:45:07	
臺指期095		9,519.00	2	9,524.00	2	9,530.00	145.00	1.15	189	9,422.00	9,530.00	9,422.00	9,385.00	09:44:59	
臺指期125		9,519.00	6	9,525.00	9	9,530.00	145.00	1.07	167	9,430.00	9,530.00	9,430.00	9,385.00	09:45:00	
臺指期036		9,519.00	1	9,524.00	2	9,508.00	123.00	0.88	46	9,425.00	9,508.00	9,425.00	9,385.00	09:39:43	
金融現			--		--	1,182.24	24.91	1.92	--	1,160.76	1,182.99	1,160.76	1,157.33	09:45:05	
金融期055		1,184.80	1	1,185.20	4	1,185.00	30.60	2.53	3,278	1,156.60	1,185.60	1,156.40	1,154.40	09:45:06	
金融期065		1,184.60	1	1,185.40	4	1,185.00	30.80	2.34	100	1,158.00	1,185.00	1,158.00	1,154.20	09:45:00	
金融期095		1,159.40	1	1,164.20	1	1,162.00	34.60	0.35	2	1,158.00	1,162.00	1,158.00	1,127.40	09:39:11	
金融期125		1,149.80	1	1,178.60	1	--	--	--	--				1,123.20		
金融期036		1,149.80	1	1,178.60	1	--	--	--	--				1,119.00		
電子現			--		--	382.11	5.45	0.77	--	379.22	382.11	379.22	376.66	09:45:05	
電子期055		382.15	1	382.20	1	382.20	5.50	1.09	3,090	378.75	382.65	378.55	376.70	09:45:06	
電子期065		382.35	1	382.50	1	382.40	5.25	0.95	74	379.00	382.40	378.80	377.15	09:44:10	
電子期095		367.05	1	374.00	1	--	--	--	--				367.05		
電子期125		352.10	1	386.25	1	--	--	--	--				362.95		
電子期036		352.10	1		--	--	--	--	--				360.35		
臺指50期055		6,901.00	1	7,179.00	1	--	--	--	--				6,994.00		
臺指50期065		6,666.00	3	7,266.00	3	--	--	--	--				6,998.00		
臺指50期095			--		--	--	--	--	--				6,722.00		
臺指50期125			--		--	--	--	--	--				6,731.00		
臺指50期036			--		--	--	--	--	--				6,740.00		
小臺指現			--		--	9,743.43	130.43	0.92	--	9,655.30	9,743.43	9,655.30	9,613.00	09:45:05	
小臺指期W5045		9,745.00	1	9,754.00	4	9,750.00	137.00	1.03	76	9,659.00	9,750.00	9,651.00	9,613.00	09:44:23	
小臺指期055		9,755.00	42	9,757.00	5	9,755.00	141.00	1.23	39,033	9,657.00	9,770.00	9,652.00	9,614.00	09:45:08	
小臺指期065		9,760.00	3	9,764.00	11	9,763.00	144.00	1.21	2,659	9,658.00	9,773.00	9,657.00	9,619.00	09:45:06	
小臺指期095		9,520.00	1	9,523.00	2	9,522.00	137.00	1.12	485	9,425.00	9,530.00	9,425.00	9,385.00	09:45:06	
小臺指期125		9,519.00	1	9,523.00	5	9,530.00	145.00	1.15	326	9,422.00	9,530.00	9,422.00	9,385.00	09:45:00	
小臺指期036		9,518.00	4	9,524.00	4	9,522.00	137.00	1.21	121	9,419.00	9,533.00	9,419.00	9,385.00	09:45:08	
非金電現			--		--	12,061.12	105.63	0.76	--	11,970.15	12,061.12	11,970.15	11,955.49	09:45:05	
非金電期055		12,090	2	12,094	5	12,098	136	0.82	182	12,000	12,098	12,000	11,962	09:45:01	
非金電期065		12,095	5	12,099	2	12,098	123	0.46	17	12,043	12,098	12,043	11,975	09:44:34	
非金電期095		11,645	1	11,891	1	--	--	--	--				11,428		
非金電期125		11,488	1		--	--	--	--	--				11,449		
非金電期036		11,288	1		--	--	--	--	--				11,470		
櫃買現			--		--	144.62	1.77	1.20	--	142.91	144.62	142.91	142.85	09:45:05	
櫃買期055		143.05	2	148.00	1	144.60	1.85	0.21	3	144.30	144.60	144.30	142.75	09:43:14	
櫃買期065		142.25	2	150.00	2	--	--	--	--				142.95		
櫃買期095		136.25	1		--	--	--	--	--				137.15		
櫃買期125			--		--	--	--	--	--				137.35		
櫃買期036			--		--	--	--	--	--				137.55		
